Filename,lemma_ttr,lemma_mattr,lexical_density_tokens,lexical_density_types,content_ttr,function_ttr,function_mattr,noun_ttr,verb_ttr,adj_ttr,adv_ttr,prp_ttr,argument_ttr,basic_connectives,conjunctions,disjunctions,lexical_subordinators,coordinating_conjuncts,addition,sentence_linking,order,reason_and_purpose,all_causal,positive_causal,opposition,determiners,all_demonstratives,attended_demonstratives,unattended_demonstratives,all_additive,all_logical,positive_logical,negative_logical,all_temporal,positive_intentional,all_positive,all_negative,all_connective,pronoun_density,pronoun_noun_ratio,repeated_content_lemmas,repeated_content_and_pronoun_lemmas
636116.txt,0.48787061994609165,0.8298757763975175,0.6711590296495957,0.7955801104972375,0.5783132530120482,0.30327868852459017,0.46109589041095883,0.5197368421052632,0.75,0.6530612244897959,0.9,1.0,0.525974025974026,0.07547169811320754,0.07277628032345014,0.0026954177897574125,0.005390835579514825,0.0,0.07547169811320754,0.013477088948787063,0.0,0.008086253369272238,0.005390835579514825,0.013477088948787063,0.0026954177897574125,0.07277628032345014,0.016172506738544475,0.013477088948787063,0.0026954177897574125,0.08086253369272237,0.03234501347708895,0.013477088948787063,0.0026954177897574125,0.0026954177897574125,0.0,0.09433962264150944,0.005390835579514825,0.09703504043126684,0.008086253369272238,0.019736842105263157,0.3935309973045822,0.3935309973045822
652576.txt,0.3020874359984246,0.8001927710843262,0.6100827097282394,0.864406779661017,0.4280180761781795,0.1101010101010101,0.45477151965993606,0.3605577689243028,0.6385964912280702,0.5741626794258373,0.546875,0.23404255319148937,0.36062378167641324,0.043324143363528946,0.03820401732965734,0.004332414336352895,0.011421819614021268,0.0027569909413154787,0.03820401732965734,0.014178810555336747,0.0,0.005513981882630957,0.00669554942890902,0.013784954706577392,0.005120126033871603,0.11224891689641592,0.014966522252855455,0.005120126033871603,0.009846396218983852,0.04726270185112249,0.023631350925561245,0.005907837731390311,0.004726270185112249,0.007483261126427727,0.003938558487593541,0.0582906656163844,0.009452540370224497,0.06419850334777472,0.01654194564789287,0.04183266932270916,0.4517526585269791,0.4675068924773533
653726.txt,0.48695652173913045,0.865361216730036,0.6834782608695652,0.85,0.6055979643765903,0.24175824175824176,0.4258646616541357,0.6245059288537549,0.8269230769230769,0.5061728395061729,1.0,0.4,0.62109375,0.059130434782608696,0.057391304347826085,0.0017391304347826088,0.0017391304347826088,0.0034782608695652175,0.057391304347826085,0.006956521739130435,0.0017391304347826088,0.0034782608695652175,0.01217391304347826,0.01565217391304348,0.0034782608695652175,0.06260869565217392,0.01217391304347826,0.008695652173913044,0.0034782608695652175,0.06260869565217392,0.022608695652173914,0.010434782608695653,0.0034782608695652175,0.0017391304347826088,0.0034782608695652175,0.07478260869565218,0.0052173913043478265,0.07652173913043478,0.008695652173913044,0.019762845849802372,0.38956521739130434,0.3982608695652174
654034.txt,0.4453125,0.827861771058314,0.62109375,0.7894736842105263,0.5660377358490566,0.25773195876288657,0.49517241379310334,0.5132743362831859,0.7872340425531915,0.7222222222222222,0.6,0.25,0.4959016393442623,0.037109375,0.033203125,0.00390625,0.005859375,0.0,0.03125,0.015625,0.0,0.0,0.001953125,0.015625,0.005859375,0.076171875,0.0234375,0.00390625,0.01953125,0.041015625,0.02734375,0.0078125,0.005859375,0.01171875,0.0,0.04296875,0.009765625,0.046875,0.029296875,0.06637168141592921,0.388671875,0.412109375
660745.txt,0.5393258426966292,0.8035830618892499,0.5449438202247191,0.734375,0.7268041237113402,0.345679012345679,0.5221238938053098,0.71875,0.7441860465116279,0.8571428571428571,0.7727272727272727,0.2903225806451613,0.628099173553719,0.0449438202247191,0.03932584269662921,0.0,0.028089887640449437,0.0056179775280898875,0.033707865168539325,0.033707865168539325,0.0056179775280898875,0.011235955056179775,0.011235955056179775,0.02247191011235955,0.011235955056179775,0.10112359550561797,0.028089887640449437,0.011235955056179775,0.016853932584269662,0.0449438202247191,0.03089887640449438,0.019662921348314606,0.011235955056179775,0.016853932584269662,0.008426966292134831,0.0702247191011236,0.011235955056179775,0.06460674157303371,0.033707865168539325,0.125,0.24719101123595505,0.2752808988764045
664782.txt,0.47277227722772275,0.7859154929577473,0.4876237623762376,0.743455497382199,0.7208121827411168,0.26570048309178745,0.5389873417721524,0.7183098591549296,0.8076923076923077,0.8064516129032258,0.5882352941176471,0.1746031746031746,0.46511627906976744,0.04702970297029703,0.03712871287128713,0.007425742574257425,0.019801980198019802,0.009900990099009901,0.05198019801980198,0.04950495049504951,0.0024752475247524753,0.027227722772277228,0.01485148514851485,0.012376237623762377,0.007425742574257425,0.04702970297029703,0.012376237623762377,0.0,0.012376237623762377,0.06930693069306931,0.0594059405940594,0.024752475247524754,0.017326732673267328,0.01485148514851485,0.0049504950495049506,0.10643564356435643,0.024752475247524754,0.11386138613861387,0.034653465346534656,0.19718309859154928,0.2004950495049505,0.22772277227722773
673145.txt,0.4248633879781421,0.8070278184480225,0.6256830601092896,0.8070739549839229,0.5480349344978166,0.23722627737226276,0.513511111111111,0.4827586206896552,0.6521739130434783,0.7361111111111112,0.7142857142857143,0.3333333333333333,0.4750830564784053,0.040983606557377046,0.03278688524590164,0.006830601092896175,0.015027322404371584,0.00273224043715847,0.03551912568306011,0.02185792349726776,0.001366120218579235,0.00546448087431694,0.020491803278688523,0.0273224043715847,0.00546448087431694,0.05874316939890711,0.012295081967213115,0.006830601092896175,0.00546448087431694,0.04644808743169399,0.04371584699453552,0.02185792349726776,0.004098360655737705,0.012295081967213115,0.01366120218579235,0.07377049180327869,0.01092896174863388,0.07923497267759563,0.020491803278688523,0.05172413793103448,0.3948087431693989,0.4139344262295082
678185.txt,0.35470527404343327,0.77472766884532,0.5170630816959669,0.7667638483965015,0.526,0.18843683083511778,0.5259330143540668,0.5289256198347108,0.5887096774193549,0.4891304347826087,0.6458333333333334,0.15384615384615385,0.4857142857142857,0.052740434332988625,0.02688728024819028,0.022750775594622543,0.01964839710444674,0.0031023784901758012,0.02688728024819028,0.022750775594622543,0.0062047569803516025,0.01344364012409514,0.016546018614270942,0.033092037228541885,0.0031023784901758012,0.10754912099276112,0.03516028955532575,0.007238883143743537,0.027921406411582212,0.05997931747673216,0.04653567735263702,0.016546018614270942,0.002068252326783868,0.014477766287487074,0.008273009307135471,0.06928645294725956,0.025853154084798345,0.08583247156153051,0.050672182006204755,0.2024793388429752,0.3516028955532575,0.4012409513960703
687545.txt,0.4834983498349835,0.799497307001795,0.5841584158415841,0.8054607508532423,0.6666666666666666,0.24603174603174602,0.4836453201970439,0.6754385964912281,0.7076923076923077,0.6739130434782609,0.85,0.42105263157894735,0.6611570247933884,0.03135313531353135,0.024752475247524754,0.0049504950495049506,0.01155115511551155,0.0033003300330033004,0.028052805280528052,0.026402640264026403,0.0016501650165016502,0.02145214521452145,0.01155115511551155,0.0231023102310231,0.0016501650165016502,0.12046204620462046,0.018151815181518153,0.009900990099009901,0.00825082508250825,0.034653465346534656,0.03135313531353135,0.01155115511551155,0.0016501650165016502,0.00825082508250825,0.0033003300330033004,0.066006600660066,0.006600660066006601,0.0627062706270627,0.024752475247524754,0.06578947368421052,0.29372937293729373,0.31683168316831684
691562.txt,0.42610364683301344,0.7741949152542372,0.46641074856046066,0.7612612612612613,0.6954732510288066,0.2158273381294964,0.5137991266375544,0.71875,0.7432432432432432,0.8235294117647058,0.5714285714285714,0.12987012987012986,0.4782608695652174,0.03838771593090211,0.02111324376199616,0.003838771593090211,0.019193857965451054,0.013435700575815739,0.023032629558541268,0.028790786948176585,0.0019193857965451055,0.011516314779270634,0.036468330134357005,0.046065259117082535,0.003838771593090211,0.08253358925143954,0.028790786948176585,0.005758157389635317,0.023032629558541268,0.028790786948176585,0.04990403071017274,0.030710172744721688,0.003838771593090211,0.011516314779270634,0.009596928982725527,0.07869481765834933,0.007677543186180422,0.05758157389635317,0.04990403071017274,0.2708333333333333,0.23032629558541268,0.2783109404990403
691933.txt,0.5083932853717026,0.8290760869565214,0.6882494004796164,0.8349056603773585,0.6167247386759582,0.2692307692307692,0.40000000000000036,0.542713567839196,0.8974358974358975,0.75,1.0,0.8,0.5495049504950495,0.0671462829736211,0.06235011990407674,0.004796163069544364,0.004796163069544364,0.0,0.06474820143884892,0.011990407673860911,0.0,0.007194244604316547,0.007194244604316547,0.011990407673860911,0.0,0.0407673860911271,0.014388489208633094,0.009592326139088728,0.004796163069544364,0.07194244604316546,0.02877697841726619,0.009592326139088728,0.0,0.002398081534772182,0.0,0.07913669064748201,0.004796163069544364,0.0815347721822542,0.009592326139088728,0.020100502512562814,0.37889688249400477,0.38369304556354916
694681.txt,0.4281009879253567,0.8110440835266824,0.562019758507135,0.7692307692307693,0.5859375,0.24060150375939848,0.5413714285714288,0.5045592705167173,0.69,0.8095238095238095,0.8888888888888888,0.32142857142857145,0.5014492753623189,0.038419319429198684,0.03402854006586169,0.0021953896816684962,0.010976948408342482,0.0043907793633369925,0.03402854006586169,0.013172338090010977,0.0021953896816684962,0.0043907793633369925,0.007683863885839737,0.009879253567508232,0.005488474204171241,0.09330406147091108,0.01756311745334797,0.0043907793633369925,0.013172338090010977,0.04171240395170143,0.021953896816684963,0.007683863885839737,0.005488474204171241,0.012074643249176729,0.0021953896816684962,0.054884742041712405,0.007683863885839737,0.05598243688254665,0.025246981339187707,0.06990881458966565,0.34906695938529086,0.3732162458836443
709233.txt,0.43902439024390244,0.8295222405271819,0.6326219512195121,0.84375,0.5855421686746988,0.2074688796680498,0.4563541666666661,0.6456692913385826,0.5606060606060606,0.4430379746835443,0.6666666666666666,0.23809523809523808,0.6349809885931559,0.07164634146341463,0.06097560975609756,0.010670731707317074,0.009146341463414634,0.0,0.07317073170731707,0.021341463414634148,0.0,0.018292682926829267,0.01676829268292683,0.027439024390243903,0.0,0.05945121951219512,0.022865853658536585,0.004573170731707317,0.018292682926829267,0.08689024390243902,0.04878048780487805,0.027439024390243903,0.0,0.003048780487804878,0.001524390243902439,0.11280487804878049,0.010670731707317074,0.1173780487804878,0.03201219512195122,0.08267716535433071,0.3795731707317073,0.4115853658536585
712166.txt,0.49038461538461536,0.7793460490463217,0.5336538461538461,0.7598039215686274,0.6981981981981982,0.27319587628865977,0.4885517241379307,0.6544117647058824,0.8648648648648649,0.75,0.8571428571428571,0.21875,0.5849056603773585,0.040865384615384616,0.03365384615384615,0.004807692307692308,0.002403846153846154,0.004807692307692308,0.036057692307692304,0.007211538461538462,0.0,0.004807692307692308,0.004807692307692308,0.01201923076923077,0.002403846153846154,0.09134615384615384,0.03125,0.009615384615384616,0.021634615384615384,0.04567307692307692,0.02403846153846154,0.007211538461538462,0.002403846153846154,0.0,0.002403846153846154,0.04567307692307692,0.007211538461538462,0.04807692307692308,0.03125,0.09558823529411764,0.24759615384615385,0.2764423076923077
722753.txt,0.4520547945205479,0.7545679012345684,0.5,0.696969696969697,0.6301369863013698,0.2945205479452055,0.5191752577319592,0.625,0.6046511627906976,0.782608695652174,0.631578947368421,0.20588235294117646,0.5054945054945055,0.05136986301369863,0.03767123287671233,0.003424657534246575,0.017123287671232876,0.010273972602739725,0.05136986301369863,0.030821917808219176,0.003424657534246575,0.003424657534246575,0.010273972602739725,0.003424657534246575,0.003424657534246575,0.0684931506849315,0.023972602739726026,0.0,0.023972602739726026,0.05821917808219178,0.030821917808219176,0.017123287671232876,0.003424657534246575,0.023972602739726026,0.0,0.08561643835616438,0.00684931506849315,0.06506849315068493,0.0410958904109589,0.1875,0.2808219178082192,0.3219178082191781
727252.txt,0.6021505376344086,0.6545454545454547,0.46236559139784944,0.5357142857142857,0.6976744186046512,0.52,0.52,0.5909090909090909,0.9,1.0,0.5555555555555556,0.7142857142857143,0.6071428571428571,0.053763440860215055,0.03225806451612903,0.0,0.010752688172043012,0.043010752688172046,0.010752688172043012,0.043010752688172046,0.010752688172043012,0.0,0.03225806451612903,0.010752688172043012,0.053763440860215055,0.10752688172043011,0.010752688172043012,0.0,0.010752688172043012,0.06451612903225806,0.10752688172043011,0.021505376344086023,0.043010752688172046,0.010752688172043012,0.0,0.053763440860215055,0.043010752688172046,0.07526881720430108,0.043010752688172046,0.18181818181818182,0.21505376344086022,0.24731182795698925
